"Sample ID","Biosample type","Biosample name","Tissue type","Cancer type","Region number"
"Sample_0001","Cell Line","H1703","Lung","Lung cancer","44254"
"Sample_0002","Cell Line","H1703","Lung","Lung cancer","82599"
"Sample_0003","Stem Cell","primed UCLA1 hESCs","Embryo","Normal","94678"
"Sample_0004","Stem Cell","primed UCLA1 hESCs","Embryo","Normal","105274"
"Sample_0005","Stem Cell","primed UCLA2 hESCs","Embryo","Normal","97253"
"Sample_0006","Stem Cell","primed UCLA2 hESCs","Embryo","Normal","127089"
"Sample_0007","Stem Cell","iMeLCs induced from primed UCLA1 hESCs","Embryo","Normal","31268"
"Sample_0008","Stem Cell","iMeLCs induced from primed UCLA1 hESCs","Embryo","Normal","65001"
"Sample_0009","Stem Cell","iMeLCs induced from primed UCLA2 hESCs","Embryo","Normal","24774"
"Sample_0010","Stem Cell","iMeLCs induced from primed UCLA2 hESCs","Embryo","Normal","67566"
"Sample_0011","Stem Cell","hPGCLCs induced from primed UCLA1 hESCs","Embryo","Normal","54344"
"Sample_0012","Stem Cell","hPGCLCs induced from primed UCLA1 hESCs","Embryo","Normal","92904"
"Sample_0013","Stem Cell","hPGCLCs induced from primed UCLA2 hESCs","Embryo","Normal","65085"
"Sample_0014","Stem Cell","cKIT/TNAP-sorted hPGCs from human embryonic gonad","Embryo","Normal","43618"
"Sample_0015","Stem Cell","cKIT/TNAP-sorted hPGCs from human embryonic gonad","Embryo","Normal","3470"
"Sample_0016","Stem Cell","cKIT/TNAP-sorted hPGCs from human embryonic gonad","Embryo","Normal","21508"
"Sample_0017","Stem Cell","cKIT/TNAP-sorted hPGCs from human embryonic gonad","Embryo","Normal","19201"
"Sample_0018","Stem Cell","Liver cell","Embryo","Normal","15150"
"Sample_0019","Stem Cell","Lung cell","Embryo","Normal","19420"
"Sample_0020","Stem Cell","Skin cell","Embryo","Normal","24109"
"Sample_0021","Stem Cell","Heart cell","Embryo","Normal","12210"
"Sample_0022","Stem Cell","primed UCLA1 hESCs","Embryo","Normal","15922"
"Sample_0023","Stem Cell","primed UCLA1 hESCs","Embryo","Normal","19141"
"Sample_0024","Stem Cell","primed UCLA1 hESCs","Embryo","Normal","22345"
"Sample_0025","Primary Cell","CD56Bright natural killer cell","Blood","Normal","48025"
"Sample_0026","Primary Cell","CD56Bright natural killer cell","Blood","Normal","50447"
"Sample_0027","Primary Cell","CD56Bright natural killer cell","Blood","Normal","47349"
"Sample_0028","Primary Cell","CD56Bright natural killer cell","Blood","Normal","46698"
"Sample_0029","Primary Cell","CD56Dim natural killer cell","Blood","Normal","40745"
"Sample_0030","Primary Cell","CD56Dim natural killer cell","Blood","Normal","35916"
"Sample_0031","Primary Cell","CD56Dim natural killer cell","Blood","Normal","34589"
"Sample_0032","Tissue","Hematologic malignancy","Blood","Leukemia","71117"
"Sample_0033","Tissue","Hematologic malignancy","Blood","Leukemia","70206"
"Sample_0034","Tissue","Hematologic malignancy","Blood","Leukemia","71638"
"Sample_0035","Other","DP3 minus sorted B cell","Other","Normal","32052"
"Sample_0036","Tissue","nucleus accumbens","Brain","Normal","55776"
"Sample_0037","Tissue","prefrontal cortex","Brain","Normal","30721"
"Sample_0038","Tissue","prefrontal cortex","Brain","Normal","36031"
"Sample_0039","Tissue","prefrontal cortex","Brain","Normal","64855"
"Sample_0040","Tissue","nucleus accumbens","Brain","Normal","72187"
"Sample_0041","Tissue","prefrontal cortex","Brain","Normal","66056"
"Sample_0042","Tissue","prefrontal cortex","Brain","Normal","45805"
"Sample_0043","Tissue","prefrontal cortex","Brain","Normal","81658"
"Sample_0044","Tissue","nucleus accumbens","Brain","Normal","68643"
"Sample_0045","Tissue","prefrontal cortex","Brain","Normal","127700"
"Sample_0046","Tissue","prefrontal cortex","Brain","Normal","145111"
"Sample_0047","Tissue","prefrontal cortex","Brain","Normal","116878"
"Sample_0048","Tissue","nucleus accumbens","Brain","Normal","108402"
"Sample_0049","Tissue","nucleus accumbens","Brain","Normal","42790"
"Sample_0050","Tissue","nucleus accumbens","Brain","Normal","160788"
"Sample_0051","Tissue","nucleus accumbens","Brain","Normal","134755"
"Sample_0052","Tissue","nucleus accumbens","Brain","Normal","44883"
"Sample_0053","Tissue","nucleus accumbens","Brain","Normal","110130"
"Sample_0054","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","16233"
"Sample_0055","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","16420"
"Sample_0056","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","11332"
"Sample_0057","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","21424"
"Sample_0058","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","22601"
"Sample_0059","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","26768"
"Sample_0060","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","35076"
"Sample_0061","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","20033"
"Sample_0062","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","24538"
"Sample_0063","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","27629"
"Sample_0064","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","32906"
"Sample_0065","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","23634"
"Sample_0066","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","19089"
"Sample_0067","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","22653"
"Sample_0068","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","12677"
"Sample_0069","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","9941"
"Sample_0070","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","10959"
"Sample_0071","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","8463"
"Sample_0072","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","19405"
"Sample_0073","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","23131"
"Sample_0074","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","19739"
"Sample_0075","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","15394"
"Sample_0076","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","21926"
"Sample_0077","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","24415"
"Sample_0078","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","15403"
"Sample_0079","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","14942"
"Sample_0080","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","19763"
"Sample_0081","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","15954"
"Sample_0082","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","15281"
"Sample_0083","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","13396"
"Sample_0084","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","20648"
"Sample_0085","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","22521"
"Sample_0086","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","21971"
"Sample_0087","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","14780"
"Sample_0088","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","20184"
"Sample_0089","Induced pluripotent stem cell line","Forebrain neurons","Forebrain","Normal","13930"
"Sample_0090","Cell Line","BM-hMSC-TERT4","Bone marrow","Normal","13911"
"Sample_0091","Cell Line","AT-hMSC-TERT","Adipose","Normal","17217"
"Sample_0092","Cell Line","AT-hMSC-TERT","Adipose","Normal","32694"
"Sample_0093","Cell Line","CLL","Blood","Leukemia","40549"
"Sample_0094","Cell Line","CLL","Blood","Leukemia","36524"
"Sample_0095","Cell Line","CLL","Blood","Leukemia","26085"
"Sample_0096","Cell Line","CLL","Blood","Leukemia","23067"
"Sample_0097","Cell Line","HEK293","Kidney","Normal","50414"
"Sample_0098","Cell Line","HEK293","Kidney","Normal","42309"
"Sample_0099","Cell Line","HEK293","Kidney","Normal","33672"
"Sample_0100","Cell Line","HEK293","Kidney","Normal","40335"
"Sample_0101","Cell Line","K562","Bone marrow","Leukemia","33318"
"Sample_0102","Cell Line","K562","Bone marrow","Leukemia","21529"
"Sample_0103","Cell Line","K562","Bone marrow","Leukemia","32254"
"Sample_0104","Other","HAEC","Blood","Coronary artery disease","39789"
"Sample_0105","Other","HAEC","Blood","Coronary artery disease","38133"
"Sample_0106","Other","HAEC","Blood","Coronary artery disease","54883"
"Sample_0107","Other","HAEC","Blood","Coronary artery disease","41134"
"Sample_0108","Other","HAEC","Blood","Coronary artery disease","42349"
"Sample_0109","Other","HAEC","Blood","Coronary artery disease","28762"
"Sample_0110","Other","HAEC","Blood","Coronary artery disease","22686"
"Sample_0111","Other","HAEC","Blood","Coronary artery disease","38213"
"Sample_0112","Other","HAEC","Blood","Coronary artery disease","35342"
"Sample_0113","Other","HAEC","Blood","Coronary artery disease","40677"
"Sample_0114","Other","HAEC","Blood","Coronary artery disease","34188"
"Sample_0115","Stem Cell","ASCs","Adipose","Normal","69663"
"Sample_0116","Stem Cell","ASCs","Adipose","Normal","57436"
"Sample_0117","Stem Cell","ASCs","Adipose","Normal","64614"
"Sample_0118","Stem Cell","ASCs","Adipose","Normal","39413"
"Sample_0119","Stem Cell","ASCs","Adipose","Normal","81066"
"Sample_0120","Stem Cell","ASCs","Adipose","Normal","51148"
"Sample_0121","Stem Cell","ASCs","Adipose","Normal","40953"
"Sample_0122","Stem Cell","ASCs","Adipose","Normal","62068"
"Sample_0123","Stem Cell","ASCs","Adipose","Normal","41378"
"Sample_0124","Stem Cell","ASCs","Adipose","Normal","52891"
"Sample_0125","Stem Cell","ASCs","Adipose","Normal","61294"
"Sample_0126","Stem Cell","ASCs","Adipose","Normal","57908"
"Sample_0127","Primary Cell","Fibroblast","Skin","Normal","30073"
"Sample_0128","Cell Line","GM12878","Blood","Normal","18445"
"Sample_0129","Cell Line","GM12878","Blood","Normal","16954"
"Sample_0130","Cell Line","GM12878","Blood","Normal","16322"
"Sample_0131","Cell Line","GM12878","Blood","Normal","13729"
"Sample_0132","Cell Line","HESC","Embryo","Normal","58745"
"Sample_0133","Cell Line","HESC","Embryo","Normal","49216"
"Sample_0134","Induced pluripotent stem cell line","WT hiPSC#1","Neuron","Branchio-Oculo-Facial Syndrome (BOFS)","34817"
"Sample_0135","Induced pluripotent stem cell line","WT hiPSC#1","Neuron","Branchio-Oculo-Facial Syndrome (BOFS)","26714"
"Sample_0136","Induced pluripotent stem cell line","WT hiPSC#1","Neuron","Branchio-Oculo-Facial Syndrome (BOFS)","945"
"Sample_0137","Stem Cell","Glioblastoma stem cell","Brain","Glioblastoma","60471"
"Sample_0138","Stem Cell","Glioblastoma stem cell","Brain","Glioblastoma","53462"
"Sample_0139","Stem Cell","Glioblastoma stem cell","Brain","Glioblastoma","47772"
"Sample_0140","Stem Cell","Glioblastoma stem cell","Brain","Glioblastoma","47166"
"Sample_0141","Stem Cell","Glioblastoma stem cell","Brain","Glioblastoma","38396"
"Sample_0142","Stem Cell","Glioblastoma stem cell","Brain","Glioblastoma","38529"
"Sample_0143","Cell Line","Fibroblast","Skin","Normal","84904"
"Sample_0144","Cell Line","Fibroblast","Skin","Normal","39119"
"Sample_0145","Cell Line","Fibroblast","Skin","Normal","103573"
"Sample_0146","Cell Line","Fibroblast","Skin","CAID Syndrome","78047"
"Sample_0147","Cell Line","Fibroblast","Skin","CAID Syndrome","65917"
"Sample_0148","Cell Line","Fibroblast","Skin","CAID Syndrome","87939"
"Sample_0149","Cell Line","Fibroblast","Skin","CAID Syndrome","64099"
"Sample_0150","Cell Line","Fibroblast","Skin","CAID Syndrome","89613"
"Sample_0151","Cell Line","Fibroblast","Skin","CAID Syndrome","94363"
"Sample_0152","Cell Line","YB5","Colon","Colon cancer","8377"
"Sample_0153","Cell Line","YB5","Colon","Colon cancer","6884"
"Sample_0154","Cell Line","YB5","Colon","Colon cancer","6534"
"Sample_0155","Cell Line","YB5","Colon","Colon cancer","2474"
"Sample_0156","Cell Line","YB5","Colon","Colon cancer","1959"
"Sample_0157","Cell Line","YB5","Colon","Colon cancer","2141"
"Sample_0158","Cell Line","HeLa","Cervix","Cervix adenocarcinoma","15123"
"Sample_0159","Cell Line","HeLa","Cervix","Cervix adenocarcinoma","14150"
"Sample_0160","Cell Line","HeLa","Cervix","Cervix adenocarcinoma","19268"
"Sample_0161","Cell Line","HeLa","Cervix","Cervix adenocarcinoma","20007"
"Sample_0162","Cell Line","HeLa","Cervix","Cervix adenocarcinoma","15596"
"Sample_0163","Cell Line","HeLa","Cervix","Cervix adenocarcinoma","10036"
"Sample_0164","Cell Line","HeLa","Cervix","Cervix adenocarcinoma","20862"
"Sample_0165","Cell Line","HeLa","Cervix","Cervix adenocarcinoma","25017"
"Sample_0166","Tissue","Catilage","Catilage","Normal","45430"
"Sample_0167","Tissue","Testicle","Testicle","Normal","10246"
"Sample_0168","Tissue","Testicle","Testicle","Normal","11725"
"Sample_0169","Tissue","Prostate","Epithelial","Normal","16164"
"Sample_0170","Tissue","Prostate","Epithelial","Normal","14424"
"Sample_0171","Tissue","Prostate","Epithelial","Normal","24500"
"Sample_0172","Tissue","Lung","Epithelial","Normal","29214"
"Sample_0173","Tissue","Lung","Epithelial","Normal","2789"
"Sample_0174","Tissue","Lung","Epithelial","Normal","23107"
"Sample_0175","Tissue","Prostate","Epithelial","Other","8004"
"Sample_0176","Tissue","Prostate","Epithelial","Other","9151"
"Sample_0177","Tissue","Prostate","Epithelial","Other","18521"
"Sample_0178","Tissue","Prostate","Epithelial","Other","18180"
"Sample_0179","Tissue","Lung","Epithelial","Other","18278"
"Sample_0180","Tissue","Lung","Epithelial","Other","11679"
"Sample_0181","Tissue","Lung","Epithelial","Other","9219"
"Sample_0182","Tissue","Lung","Epithelial","Other","16759"
"Sample_0183","Tissue","Lung","Epithelial","Other","19237"
"Sample_0184","Tissue","Prostate","Epithelial","Prostate cancer","13819"
"Sample_0185","Tissue","Prostate","Epithelial","Prostate cancer","61088"
"Sample_0186","Tissue","Prostate","Epithelial","Prostate cancer","9803"
"Sample_0187","Tissue","Prostate","Epithelial","Prostate cancer","22067"
"Sample_0188","Tissue","Prostate","Epithelial","Prostate cancer","8726"
"Sample_0189","Tissue","Prostate","Epithelial","Prostate cancer","14983"
"Sample_0190","Tissue","Prostate","Epithelial","Prostate cancer","10805"
"Sample_0191","Tissue","Prostate","Epithelial","Prostate cancer","14510"
"Sample_0192","Tissue","Prostate","Epithelial","Prostate cancer","18184"
"Sample_0193","Tissue","Prostate","Epithelial","Prostate cancer","19326"
"Sample_0194","Tissue","Prostate","Epithelial","Prostate cancer","7869"
"Sample_0195","Tissue","Lung","Epithelial","Lung cancer","29067"
"Sample_0196","Tissue","Lung","Epithelial","Lung cancer","24432"
"Sample_0197","Tissue","Lung","Epithelial","Lung cancer","24968"
"Sample_0198","Tissue","Lung","Epithelial","Lung cancer","40099"
"Sample_0199","Other","Bulk_B","Blood","Normal","43470"
"Sample_0200","Other","Bulk_B","Blood","Normal","51747"
"Sample_0201","Other","Mem_B","Blood","Normal","46151"
"Sample_0202","Other","Mem_B","Blood","Normal","47805"
"Sample_0203","Other","Naive_B","Blood","Normal","42238"
"Sample_0204","Other","Naive_B","Blood","Normal","49971"
"Sample_0205","Other","Plasmablast","Blood","Normal","44012"
"Sample_0206","Other","CD8pos_T","Blood","Normal","42890"
"Sample_0207","Other","CD8pos_T","Blood","Normal","58592"
"Sample_0208","Other","Central_memory_CD8pos_T","Blood","Normal","49046"
"Sample_0209","Other","Central_memory_CD8pos_T","Blood","Normal","60809"
"Sample_0210","Other","Effector_memory_CD8pos_T","Blood","Normal","45711"
"Sample_0211","Other","Effector_memory_CD8pos_T","Blood","Normal","47229"
"Sample_0212","Other","Naive_CD8_T","Blood","Normal","35081"
"Sample_0213","Other","Naive_CD8_T","Blood","Normal","55448"
"Sample_0214","Other","Gamma_delta_T","Blood","Normal","40886"
"Sample_0215","Other","Effector_CD4pos_T","Blood","Normal","41936"
"Sample_0216","Other","Effector_CD4pos_T","Blood","Normal","61012"
"Sample_0217","Other","Follicular_T_Helper","Blood","Normal","49293"
"Sample_0218","Other","Follicular_T_Helper","Blood","Normal","86674"
"Sample_0219","Other","Memory_Teffs","Blood","Normal","39295"
"Sample_0220","Other","Memory_Teffs","Blood","Normal","62666"
"Sample_0221","Other","Memory_Tregs","Blood","Normal","33123"
"Sample_0222","Other","Memory_Tregs","Blood","Normal","45399"
"Sample_0223","Other","Naive_Teffs","Blood","Normal","32036"
"Sample_0224","Other","Naive_Teffs","Blood","Normal","55569"
"Sample_0225","Other","Regulatory_T","Blood","Normal","30536"
"Sample_0226","Other","Regulatory_T","Blood","Normal","31101"
"Sample_0227","Other","Th1","Blood","Normal","41270"
"Sample_0228","Other","Th1","Blood","Normal","63319"
"Sample_0229","Other","Th17","Blood","Normal","46037"
"Sample_0230","Other","Th17","Blood","Normal","67676"
"Sample_0231","Other","Th2","Blood","Normal","44737"
"Sample_0232","Other","Th2","Blood","Normal","68402"
"Sample_0233","Other","Immature_NK","Blood","Normal","41297"
"Sample_0234","Other","Natural Killer Cell","Blood","Normal","44104"
"Sample_0235","Other","Natural Killer Cell","Blood","Normal","42289"
"Sample_0236","Other","Natural Killer Cell","Blood","Normal","35331"
"Sample_0237","Other","Monocytes","Blood","Normal","43361"
"Sample_0238","Other","Monocytes","Blood","Normal","38564"
"Sample_0239","Other","Plasmacytoid dendritic cell","Blood","Normal","83223"
"Sample_0240","Other","Plasmacytoid dendritic cell","Blood","Normal","42970"
"Sample_0241","Other","pDCs","Blood","Normal","16211"
"Sample_0242","Other","Bulk_B","Blood","Normal","51385"
"Sample_0243","Other","Bulk_B","Blood","Normal","15623"
"Sample_0244","Other","Mem_B","Blood","Normal","58578"
"Sample_0245","Other","Mem_B","Blood","Normal","28840"
"Sample_0246","Other","Naive_B","Blood","Normal","51169"
"Sample_0247","Other","Naive_B","Blood","Normal","38093"
"Sample_0248","Other","Plasmablast","Blood","Normal","38009"
"Sample_0249","Other","CD8pos_T","Blood","Normal","19808"
"Sample_0250","Other","Central_memory_CD8pos_T","Blood","Normal","55905"
"Sample_0251","Other","Central_memory_CD8pos_T","Blood","Normal","45177"
"Sample_0252","Other","Effector_memory_CD8pos_T","Blood","Normal","51720"
"Sample_0253","Other","Effector_memory_CD8pos_T","Blood","Normal","24529"
"Sample_0254","Other","Naive_CD8_T","Blood","Normal","25996"
"Sample_0255","Other","Naive_CD8_T","Blood","Normal","27362"
"Sample_0256","Other","Gamma_delta_T","Blood","Normal","38580"
"Sample_0257","Other","Gamma_delta_T","Blood","Normal","25905"
"Sample_0258","Other","Effector_CD4pos_T","Blood","Normal","64842"
"Sample_0259","Other","Effector_CD4pos_T","Blood","Normal","28703"
"Sample_0260","Other","Follicular_T_Helper","Blood","Normal","60227"
"Sample_0261","Other","Follicular_T_Helper","Blood","Normal","25336"
"Sample_0262","Other","Memory_Teff","Blood","Normal","61663"
"Sample_0263","Other","Memory_Teff","Blood","Normal","11223"
"Sample_0264","Other","Memory_Tregs","Blood","Normal","41499"
"Sample_0265","Other","Memory_Tregs","Blood","Normal","12060"
"Sample_0266","Other","Naive_Teffs","Blood","Normal","50343"
"Sample_0267","Other","Naive_Teffs","Blood","Normal","13500"
"Sample_0268","Other","Regulatory_T","Blood","Normal","40754"
"Sample_0269","Other","Regulatory_T","Blood","Normal","34613"
"Sample_0270","Other","Th17","Blood","Normal","61287"
"Sample_0271","Other","Th17","Blood","Normal","38294"
"Sample_0272","Other","Th17","Blood","Normal","64668"
"Sample_0273","Other","Th17","Blood","Normal","21152"
"Sample_0274","Other","Th2","Blood","Normal","68355"
"Sample_0275","Other","Th2","Blood","Normal","45602"
"Sample_0276","Other","Immature_NK","Blood","Normal","31375"
"Sample_0277","Other","Mature_NK","Blood","Normal","16237"
"Sample_0278","Other","Memory_NK","Blood","Normal","20030"
"Sample_0279","Other","Myeloid_DCs","Blood","Normal","18023"
"Sample_0280","Other","Plasmacytoid dendritic cell","Blood","Normal","67972"
"Sample_0281","Other","pDCs","Blood","Normal","35873"
"Sample_0282","Other","Bulk_B","Blood","Normal","41851"
"Sample_0283","Other","Bulk_B","Blood","Normal","41949"
"Sample_0284","Other","Mem_B","Blood","Normal","52703"
"Sample_0285","Other","Mem_B","Blood","Normal","40643"
"Sample_0286","Other","Naive_B","Blood","Normal","45950"
"Sample_0287","Other","Naive_B","Blood","Normal","31742"
"Sample_0288","Other","CD8pos_T","Blood","Normal","59393"
"Sample_0289","Other","CD8pos_T","Blood","Normal","33766"
"Sample_0290","Other","Central_memory_CD8pos_T","Blood","Normal","56753"
"Sample_0291","Other","Central_memory_CD8pos_T","Blood","Normal","42352"
"Sample_0292","Other","Effector_memory_CD8pos_T","Blood","Normal","56601"
"Sample_0293","Other","Effector_memory_CD8pos_T","Blood","Normal","24639"
"Sample_0294","Other","Naive_CD8_T","Blood","Normal","56822"
"Sample_0295","Other","Naive_CD8_T","Blood","Normal","38697"
"Sample_0296","Other","Gamma_delta_T","Blood","Normal","52688"
"Sample_0297","Other","Gamma_delta_T","Blood","Normal","35305"
"Sample_0298","Other","Effector_CD4pos_T","Blood","Normal","38204"
